Character name,Allegiance,Culture,Birthyear,Deathyear,Gender,DeadAlive,POV,categories
Rhaena_Targaryen_(daughter_of_Daemon),##House Targaryen#House Corbray#House Hightower#The blacks#,,116,NULL,,,,House Targaryen#House Corbray#House Hightower#Characters from the Crownlands#Noblewomen#Dragonriders#The Blacks#
Rhaenys_Targaryen,##House Targaryen#,##Valyrian#,NULL,NULL,F,D,N/A,House Targaryen#Characters from the Crownlands#Dragonriders#Noblewomen#Warrior Women#Royal Consorts#
Rhea_Florent,##House Florent#House Hightower#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Florent#House Hightower#
Rhea_Royce,##House Royce#,,NULL,115,F,D,N/A,House Royce#House Targaryen#Characters from the Vale#Noblewomen#
Rhialta_Vance,##House Vance of Wayfarer's Rest#,,NULL,NULL,,,,House Vance of Wayfarer's Rest#Characters from the Riverlands#Noblewomen#
Rhogoro,,##Dothraki#,NULL,NULL,M,A,Daenerys Targaryen,Characters from the Dothraki sea#
Rhonda_Rowan,##House Rowan#,,NULL,NULL,,,,House Rowan#Noblewomen#Characters from the Reach#
Ricasso,##House Martell#,,NULL,NULL,M,,Areo Hotah,Characters from Dorne#House Martell retainers#
Richard_Farrow,##House Farrow#,,NULL,299,M,D,Brienne of Tarth,Characters from Westeros#Knights#Nobles#House Farrow#
Richard_Horpe,##House Horpe#House Baratheon of Dragonstone#,,NULL,NULL,M,,N/A,House Horpe#Characters from the Stormlands#Knights#Members of the queen's men#Nobles#
Richard_Lonmouth,##House Lonmouth#,,NULL,NULL,M,,Daenerys Targaryen,House Lonmouth#Nobles#Characters from the Stormlands#Knights#
Rickard_Karstark,##House Karstark#,##Northmen#,NULL,299,M,D,Bran Stark,House Karstark#Nobles#Characters from the North#
Rickard_Ryswell,##House Ryswell#,##Northmen#,NULL,NULL,M,,Theon Greyjoy,House Ryswell#Nobles#Characters from the North#
Rickard_Stark_(King),,##Northmen#,NULL,NULL,,,,House Stark#Nobles#Characters from the North#Monarchs#
Rickard_Stark,##House Stark#,##Northmen#,249,282,M,D,Bran Stark,House Stark#Characters from the North#Nobles#Statues#
Rickard_Thorne,##House Thorne#Kingsguard#The greens#,,NULL,130,M,D,N/A,House Thorne#Characters from the Crownlands#Knights#Members of the Kingsguard#
Rickard_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,House Tyrell#Nobles#Characters from the Reach#
Rickard_Wylde,##House Wylde#,,295,NULL,M,,N/A,Nobles#Characters from the Stormlands#House Wylde#
Rickon_Stark,##House Stark#,##Northmen#,295,NULL,M,A,Bran Stark,Nobles#House Stark#Characters from the North#
Rigney,,,NULL,NULL,M,,Asha Greyjoy,Maesters#
Rob,##House Osgrey#,,NULL,NULL,,,,Smallfolk#Characters from the Reach#
Robar_Royce,##House Royce#Rainbow Guard#,,277,299,M,D,Sansa Stark,House Royce#Characters from the Vale#Knights#Members of the Rainbow Guard#Nobles#
Robb_Reyne,##House Reyne#,,NULL,NULL,,,,House Reyne#Nobles#Characters from the Westerlands#
Robb_Stark,,,NULL,NULL,M,D,Bran Stark,House Stark#Nobles#Characters from the North#Monarchs#
Robert_Arryn,##House Arryn#,##The Vale#,292,NULL,,,,Nobles#Characters from the Vale#House Arryn#Wardens#
Robert_Ashford,##House Ashford#,,NULL,NULL,M,D,N/A,Nobles#Characters from the Reach#Knights#House Ashford#
Robert_Baratheon,,,NULL,NULL,M,D,Bran Stark,House Baratheon#Characters from the Stormlands#Kinslayers#Knights#Monarchs#Nobles#
Robert_Brax,##House Brax#,,NULL,299,M,,N/A,House Brax#Nobles#Characters from the Westerlands#Knights#
Robert_Brax_(son_of_Flement),##House Brax#,,290,NULL,,,,House Brax#Nobles#Characters from the Westerlands#House Lannister retainers#
Robert_Flowers,##Kingsguard#,,NULL,NULL,M,,Jaime Lannister,Bastards#Characters from the Reach#Members of the Kingsguard#Lords Commander of the Kingsguard#
Robert_Frey,##House Frey#,,286,NULL,M,,N/A,House Frey#Nobles#Characters from the Riverlands#
Robert_Frey_(son_of_Raymund),##House Frey#,,283,NULL,,,,House Frey#Nobles#Characters from the Riverlands#
Robert_Paege,##House Paege#,,NULL,NULL,M,,N/A,House Paege#Nobles#Characters from the Riverlands#Knights#
Robett_Glover,##House Glover#,##Northmen#,NULL,NULL,M,A,Bran Stark,House Glover#Nobles#Characters from the North#
Robin,,,NULL,NULL,F,D,N/A,Characters from the Riverlands#
Robin_Flint,##House Flint of Widow's Watch#[1]#House Flint of Flint's Finger#[2]#[3]#,,NULL,299,M,D,Bran Stark,Nobles#Characters from the North#House Flint of Flint's Finger#House Flint of Widow's Watch#Members of Robb Stark's guard#
Robin_Greyjoy,##House Greyjoy#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Greyjoy#Nobles#Characters from the Iron Islands#
Robin_Hill,##Night's Watch#,,NULL,NULL,M,D,Jon Snow,Bastards#Characters from the Westerlands#Lord Commanders of the Night's Watch#
Robin_Hollard,##House Hollard#,,NULL,NULL,M,,Brienne of Tarth,House Hollard#Nobles#Characters from the Crownlands#Squires#
Robin_Moreland,##House Moreland#,,NULL,NULL,M,,Jaime Lannister,House Moreland#Nobles#Characters from the Westerlands#
Robin_Potter,##House Potter#,,NULL,NULL,M,,Brienne of Tarth,Characters from Westeros#Knights#Nobles#
Robin_Ryger,##House Ryger#House Tully#Night's Watch#,,240,NULL,M,A,N/A,House Ryger#Captains of the guards#Characters from the Riverlands#Knights#Nobles#House Tully retainers#Recruits of the Night's Watch#
Robyn_Rhysling,##House Rhysling#,,NULL,NULL,M,D,N/A,House Rhysling#Nobles#Characters from the Reach#Knights#
Rodrik_Cassel,##House Cassel#House Stark#,,NULL,299,M,D,Bran Stark,House Cassel#Castellans#Characters from the North#House Stark retainers#Knights#Masters-at-arms#Nobles#
Rodrik_Flint,##Night's Watch#,,NULL,NULL,M,D,Jon Snow,Nobles#Characters from the North#Lord Commanders of the Night's Watch#
Rodrik_Freeborn,,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,Characters from the Iron Islands#
Rodrik_Greyjoy,##House Greyjoy#,##Ironborn#,274,289,M,D,N/A,House Greyjoy#Nobles#Characters from the Iron Islands#
Rodrik_Harlaw,##House Harlaw#,##Ironborn#,NULL,NULL,M,,N/A,House Harlaw#Nobles#Characters from the Iron Islands#Followers of Asha Greyjoy#
Rodrik_Ryswell,##House Ryswell#,##Northmen#,NULL,NULL,M,,Bran Stark,House Ryswell#Nobles#Characters from the North#
Rodrik_Stark,##House Stark#,##Northmen#,NULL,NULL,M,D,Bran Stark,House Stark#Characters from the North#Monarchs#Nobles#
Rodrik_Stark_(son_of_Beron),##House Stark#Second Sons#,##Northmen#,NULL,NULL,,,,House Stark#Nobles#Characters from the North#Second Sons#
Rodwell_Stark,##House Stark#,##Northmen#,NULL,NULL,M,,Bran Stark,House Stark#Nobles#Characters from the North#
Roelle,##House Tarth#Faith of the Seven#,,NULL,NULL,F,,Brienne of Tarth,Characters from the Stormlands#Members of the Faith#Clergy#House Tarth retainers#
Roger_of_Pennytree,,,NULL,194,,,,Smallfolk#Squires#
Roger_Hogg,##House Hogg#,,NULL,NULL,M,,Jaime Lannister,House Hogg#Knights#Nobles#Characters from the Crownlands#
Roger_Ryswell,##House Ryswell#,##Northmen#,NULL,NULL,M,,Theon Greyjoy,Characters from the North#House Ryswell#Nobles#
Roggo,,##Braavosi#,NULL,NULL,M,,Arya Stark,Characters from Braavos#
Rohanne_Webber,##House Webber#House Osgrey#House Lannister#,,186,NULL,,,,House Webber#House Staunton#House Uffering#House Osgrey#House Lannister#Characters from the Reach#Noblewomen#
Roland_Crakehall_(Lord),##House Crakehall#,,NULL,NULL,,,,House Crakehall#Characters from the Westerlands#Nobles#
Roland_Crakehall_(Kingsguard),##House Crakehall#Kingsguard#,,NULL,NULL,,,,House Crakehall#Nobles#Characters from the Westerlands#Members of the Kingsguard#
Rolder,##House Lannister#,,NULL,NULL,M,,Arianne Martell,Characters from the Westerlands#House Lannister retainers#
Rolfe,,,NULL,NULL,M,D,Asha Greyjoy,Characters from the Iron Islands#
Rollam_Westerling,##House Westerling#,,290,NULL,M,,Catelyn Tully,House Westerling#House Stark retainers#Nobles#Characters from the Westerlands#Squires#
Rolland_Darklyn,##House Darklyn#Kingsguard#,,NULL,NULL,M,,Jaime Lannister,House Darklyn#Nobles#Characters from the Crownlands#Members of the Kingsguard#
Rolland_Longthorpe,##House Longthorpe#,,NULL,NULL,M,,N/A,House Longthorpe#Nobles#Characters from the Vale#
Rolland_Storm,##House Caron#House Baratheon of Dragonstone#,,NULL,NULL,M,,Davos Seaworth,House Caron#Bastards#Castellans#Characters from the Stormlands#Members of the king's men#Knights#
Rolland_Uffering,##House Uffering#,,NULL,NULL,,,,House Uffering#Nobles#Characters from the Reach#Knights#
Rolley,##Night's Watch#,,NULL,299,,,,Characters from the Vale#Deserters of the Night's Watch#Stewards of the Night's Watch#Members of the Night's Watch#
Rolly_Duckfield,##House Targaryen#Golden Company#,,NULL,NULL,,,,Characters from the Reach#Courtiers and followers of Aegon VI Targaryen#Exiles#Golden Company#Knights#Members of the Kingsguard#Mercenaries#Squires#
Rolph_Spicer,##House Spicer#House Westerling#,,NULL,NULL,M,,Catelyn Tully,Knights#Nobles#Castellans#Characters from the Westerlands#House Spicer#
Romny_Weaver,##House Weaver#,##Ironborn#,NULL,NULL,M,,Victarion Greyjoy,Nobles#Characters from the Iron Islands#
Ronald_Connington,##House Connington#,,NULL,NULL,M,,Jon Connington,Nobles#Characters from the Stormlands#Knights#House Connington#
Ronald_Storm,##House Connington#,,NULL,NULL,M,,Jon Connington,Bastards#Characters from the Stormlands#House Connington#
Ronald_Vance,##House Vance of Atranta#,,NULL,NULL,M,,N/A,House Vance of Atranta#Characters from the Riverlands#Knights#Nobles#
Ronel_Rivers,##House Frey#,,NULL,NULL,M,,N/A,Bastards#Characters from the Riverlands#House Frey#
Ronnel_Arryn,,,NULL,NULL,M,,Sansa Stark,Disambiguation pages#
Ronnel_Harclay,##House Harclay#Night's Watch#,,NULL,NULL,M,,Samwell Tarly,Nobles#Characters from the North#Rangers of the Night's Watch#Members of the Night's Watch#
Ronnel_Stout,##House Stout#,,NULL,NULL,M,,Catelyn Tully,House Stout#Nobles#Characters from the North#
Ronnet_Connington,##House Connington#,,274,NULL,M,A,Catelyn Tully,House Connington#Characters from the Stormlands#Knights#Nobles#
Roone,,,286,NULL,M,,Pate,Smallfolk#Characters from the Reach#
Roone_(maester),,,NULL,NULL,,,,Maesters#Collaborators of the Brotherhood Without Banners#
Roose_Bolton,##House Bolton#,##Northmen#,260,NULL,M,A,Eddard Stark,Nobles#Characters from the North#House Bolton#Wardens#
Roose_Ryswell,##House Ryswell#,##Northmen#,NULL,NULL,M,,Theon Greyjoy,House Ryswell#Nobles#Characters from the North#
Rorge,##Brave Companions#,,NULL,300,M,D,Arya Stark,Smallfolk#Characters from the Crownlands#Recruits of the Night's Watch#Members of the Brave Companions#
Roro_Uhoris,,##Tyroshi#,NULL,NULL,M,,Davos Seaworth,Characters from Tyrosh#Pirates#Smugglers#
Roryn_Drumm,##House Drumm#,##Ironborn#,NULL,NULL,,,,Nobles#Characters from the Iron Islands#House Drumm#
Rosamund_Lannister,##House Lannister of Lannisport#,,NULL,NULL,F,,Arianne Martell,House Lannister of Lannisport#Noblewomen#Characters from the Westerlands#
Rosey,,,285,NULL,F,,Pate,Smallfolk#Characters from the Reach#
Roslin_Frey,##House Frey#House Tully#,,283,NULL,F,,N/A,House Frey#House Tully#Characters from the Riverlands#Noblewomen#
Rossart,##Alchemists' Guild#,,NULL,283,M,A,Tyrion Lannister,Characters from the Crownlands#Hands of the King#Alchemists' Guild#Nobles#Lowborn nobles#
Rowan,,##Free folk#,NULL,300,F,D,Theon Greyjoy,Wildlings#Spearwives#Characters from Beyond the Wall#Warrior Women#
Royce_Coldwater,##House Coldwater#,,NULL,NULL,M,,N/A,House Coldwater#Nobles#Characters from the Vale#
Rudge,##Night's Watch#,,NULL,NULL,M,U,Jon Snow,Members of the Night's Watch#Characters from the North#
Rufus_Leek,##House Leek#,,NULL,NULL,M,,Brienne of Tarth,House Leek#Knights#Castellans#House Rykker retainers#
Rugen,,,NULL,NULL,M,,Cersei Lannister,Characters from the Crownlands#Gaolers#
Runcel_Hightower,##House Hightower#Night's Watch#,,NULL,NULL,M,D,Jon Snow,Nobles#Characters from the Reach#Lord Commanders of the Night's Watch#House Hightower#
Runciter,,,NULL,112,M,D,N/A,Grand Maesters#
Rupert_Brax,##House Brax#,,NULL,299,M,D,Sansa Stark,House Brax#Nobles#Characters from the Westerlands#Knights#
Rupert_Crabb,##House Crabb#Kingsguard#,,NULL,NULL,M,,Brienne of Tarth,House Crabb#Characters from the Crownlands#Nobles#Members of the Kingsguard#Knights#
Rus,##Drowned men#,##Ironmen#,NULL,NULL,M,,Aeron Greyjoy,Characters from the Iron Islands#Drowned men#Smallfolk#Clergy#
Rusty_Flowers,##Night's Watch#,,NULL,NULL,M,,Jon Snow,Members of the Night's Watch#
Ryam,,,NULL,NULL,M,,Pate,Archmaesters#Characters from Westeros#
Ryam_Florent,##House Florent#,,NULL,NULL,M,,N/A,House Florent#Nobles#Characters from the Reach#Knights#
Ryam_Redwyne,##House Redwyne#Kingsguard#,,NULL,105,M,D,Bran Stark,House Redwyne#Nobles#Members of the Kingsguard#Lords Commander of the Kingsguard#Characters from the Reach#Hands of the King#
Rycherd_Crane,##House Crane#,,NULL,NULL,M,,N/A,House Crane#Nobles#Characters from the Reach#Knights#
Ryella_Frey,##House Frey#,,294,NULL,F,,N/A,House Frey#Noblewomen#Characters from the Riverlands#
Ryella_Royce,##House Royce#House Frey#,,NULL,NULL,,,,House Royce#House Frey#Noblewomen#Characters from the Vale#
Ryger_Rivers,##House Frey#,,NULL,NULL,M,U,Catelyn Tully,Bastards#Characters from the Riverlands#House Frey#
Ryk,,##Free folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Rylene_Florent,##House Florent#House Crane#,,NULL,NULL,,,,House Florent#House Crane#Noblewomen#Characters from the Reach#
Ryles,##Night's Watch#,,NULL,299,M,D,Samwell Tarly,Rangers of the Night's Watch#Members of the Night's Watch#
Ryman_Frey,##House Frey#,,248,300,M,D,N/A,House Frey#Nobles#Knights#Characters from the Riverlands#
Rymolf,##House Greyjoy#,##Ironborn#,NULL,NULL,,,,Smallfolk#Characters from the Iron Islands#Crew of the Iron Victory#
Rymund_the_Rhymer,,,NULL,NULL,,,,Singers#House Tully retainers#Smallfolk#Characters from the Riverlands#
Ryon_Allyrion,##House Allyrion#,##Dornish#,NULL,NULL,M,,Tyrion Lannister,House Allyrion#Nobles#Characters from Dorne#
Saathos,,,NULL,NULL,M,F,Daenerys Targaryen,Characters from Essos#
Saera_Targaryen,##House Targaryen#,##Valyrian#,NULL,NULL,F,D,N/A,House Targaryen#Characters from the Crownlands#Noblewomen#
Salladhor_Saan,##House Baratheon of Dragonstone#,##Lysene#,NULL,NULL,M,A,Maester Cressen,Mercenaries#Characters from Lys#Pirates#Saan family#
Sallei_Paege,##House Paege#House Frey#,,NULL,NULL,,,,House Paege#House Frey#Noblewomen#Characters from the Riverlands#
Sallor,##Stormcrows#,##Qartheen#,NULL,299,M,D,Daenerys Targaryen,Characters from Qarth#Mercenaries#Members of the Stormcrows#
Salloreon,##Antler Men#,,NULL,NULL,M,U,Tyrion Lannister,Smallfolk#Characters from the Crownlands#Blacksmiths#
Sam_Stoops,##House Osgrey#,,NULL,NULL,,,,House Osgrey retainers#Smallfolk#Characters from the Reach#
Samwell_Spicer,##House Spicer#,,NULL,NULL,M,,Jaime Lannister,Nobles#Characters from the Westerlands#House Spicer#
Samwell_Stone,##House Royce#,,NULL,NULL,M,,Sansa Stark,Bastards#Knights#Characters from the Vale#House Royce retainers#Masters-at-arms#
Samwell_Tarly,##Night's Watch#,##Westeros#,283,NULL,M,A,Jon Snow,Stewards of the Night's Watch#Members of the Night's Watch#Nobles#Characters from the Reach#House Tarly#POV characters#
Sandor_Clegane,##House Clegane#House Lannister#(formerly)#Kingsguard#(formerly)#,,271,300,M,U,Eddard Stark,House Clegane#Nobles#Outlaws#Members of the Kingsguard#Characters from the Westerlands#
Sandor_Frey,##House Frey#,,287,NULL,M,,N/A,House Frey#Nobles#Characters from the Riverlands#Squires#
Sansa_Stark,##House Stark#House Baelish of Harrenhal#(as Alayne)#,##Northmen#,286,NULL,F,A,Catelyn Tully,House Stark#House Lannister#House Baelish#Characters from the North#Noblewomen#POV characters#
Sarella_Sand,##House Martell#,##Dornishmen#,281,NULL,F,,N/A,House Martell#Characters from Dorne#Bastards#Sand Snakes#
Sargon_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,N/A,House Botley#Nobles#Characters from the Iron Islands#
Sarra_Frey,##House Frey#,,285,NULL,F,,N/A,Noblewomen#Characters from the Riverlands#House Frey#
Sarya_Whent,##House Whent#House Frey#,,NULL,NULL,,,,Noblewomen#Characters from the Riverlands#House Frey#House Whent#
Satin,##Night's Watch#,,281,NULL,M,,Jon Snow,Prostitutes#Stewards of the Night's Watch#Members of the Night's Watch#Characters from the Reach#
Sawane_Botley,##House Botley#,##Ironborn#,NULL,299,M,D,Theon Greyjoy,House Botley#Nobles#Characters from the Iron Islands#
Sawwood,##Night's Watch#,,NULL,NULL,M,,Chett,Stewards of the Night's Watch#Members of the Night's Watch#
Scarb,,,NULL,NULL,M,,Daenerys Targaryen,Characters from Meereen#
Scolera,##Faith of the Seven#,,NULL,NULL,F,,Cersei Lannister,Members of the Faith#Clergy#Characters from Westeros#
Sebaston_Farman,##House Farman#,,NULL,NULL,M,,Tyrion Lannister,House Farman#Nobles#Characters from the Westerlands#
Sedgekins,,,NULL,NULL,M,,Arya Stark,Characters from the Riverlands#
Sefton_Staunton,##House Staunton#Faith of the Seven#,,NULL,NULL,,,,House Staunton#Nobles#Members of the Faith#Characters from the Crownlands#House Webber retainers#Clergy#
Selmond_Stackspear,##House Stackspear#,,NULL,NULL,M,,N/A,House Stackspear#Nobles#Characters from the Westerlands#
Selwyn_Tarth,##House Tarth#,,246,NULL,M,A,Catelyn Tully,House Tarth#Characters from the Stormlands#Nobles#
Selyse_Florent,##House Florent#House Baratheon of Dragonstone#,,NULL,NULL,,,,House Florent#House Baratheon#Noblewomen#Characters from the Reach#Royal Consorts#
Senelle,##House Lannister#,,NULL,300,F,D,Cersei Lannister,Smallfolk#Spies#Characters from the Crownlands#House Lannister retainers#Followers and collaborators of Cersei Lannister#
Serala,##House Darklyn#,,NULL,NULL,F,,Brienne of Tarth,Characters from Myr#House Darklyn#Noblewomen#
Serra,,##Lysene#,NULL,NULL,F,,Tyrion Lannister,Characters from Lys#Valyrians#Prostitutes#Slaves and freedmen#
Serra_Frey,##House Frey#,,285,NULL,F,,N/A,House Frey#Noblewomen#Characters from the Riverlands#
Serwyn,##Kingsguard#(in songs and tales)#,,NULL,NULL,,,,Members of the Kingsguard#Legendary Heroes#Knights#Characters from the Reach#
Shadrick,##House Baelish of Harrenhal#,,NULL,NULL,,,,House Baelish retainers#Knights#
Shae,,,281,300,F,D,Tyrion Lannister,Tyrion Lannister's household#Prostitutes#Smallfolk#House Stokeworth retainers#
Shagga,##Stone Crows#,##Mountain clans#,NULL,NULL,M,A,Tyrion Lannister,Characters from the Vale#Tyrion Lannister's household#Members of the mountain clans of the Vale#
Shagwell,#the#Brave Companions#,,NULL,300,M,D,Arya Stark,Jesters#Members of the Brave Companions#Mercenaries#Outlaws#Smallfolk#
Sharna,,,NULL,NULL,F,,Arya Stark,Characters from the Riverlands#Smallfolk#Innkeepers#Collaborators of the Brotherhood Without Banners#
Shella,,,NULL,NULL,F,F,Sansa Stark,Legendary Heroes#
Shella_Whent,##House Whent#,,NULL,300,F,D,Catelyn Tully,Noblewomen#Characters from the Riverlands#House Whent#
Sherrit,,,NULL,NULL,M,,Bran Stark,Characters from the North#Nobles#Monarchs#
Shiera_Crakehall,##House Crakehall#House Lannister#,,NULL,NULL,,,,House Crakehall#House Lannister#Characters from the Westerlands#Noblewomen#
Shiera_Seastar,##House Targaryen#,##Westeros#,184,NULL,F,,Barristan Selmy,House Targaryen#Great Bastards#Noblewomen#Characters from the Crownlands#Bastards#Legitimized bastards#
Shierle_Swyft,##House Swyft#,,NULL,NULL,,,,House Swyft#House Sarsfield#Noblewomen#Characters from the Westerlands#
Shireen_Baratheon,##House Baratheon of Dragonstone#,,289,NULL,F,A,N/A,House Baratheon#Noblewomen#Characters from the Crownlands#
Shirei_Frey,##House Frey#,,293,NULL,F,,N/A,Noblewomen#Characters from the Riverlands#House Frey#
Shortear,##House Lannister#,,NULL,NULL,M,,Cersei Lannister,Smallfolk#House Lannister retainers#Characters from the Westerlands#
Shyra,##House Stark#,##Northmen#,NULL,NULL,F,A,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Shyra_Errol,##House Errol#,,NULL,NULL,F,,N/A,House Errol#Noblewomen#Characters from the Stormlands#
Sigfry_Stonetree,##House Stonetree#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Stonetree#Nobles#Characters from the Iron Islands#
Sigfryd_Harlaw,##House Harlaw of Harlaw Hall#,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,House Harlaw#Nobles#Characters from the Iron Islands#
Sigrin,##House Greyjoy#,##Ironborn#,NULL,NULL,M,A,Theon Greyjoy,Characters from the Iron Islands#House Greyjoy retainers#Smallfolk#
Simon_Leygood,##House Leygood#,,NULL,NULL,,,,House Leygood#Knights#Nobles#Characters from the Reach#
Simon_Staunton,##House Staunton#,,NULL,NULL,,,,House Staunton#Nobles#Characters from the Crownlands#Knights#
Simon_Toyne,##Kingswood Brotherhood#,,NULL,281,M,,Samwell Tarly,House Toyne#Characters from the Stormlands#Members of the Kingswood Brotherhood#Mystery knights#Nobles#
Skahaz_mo_Kandaq,##House of Kandaq#House Targaryen#Shavepates#Brazen Beasts#,##Ghiscari#,NULL,NULL,M,,Daenerys Targaryen,Nobles#Characters from Meereen#Courtiers and followers of Daenerys Targaryen#Ruling council of Meereen#House of Kandaq#
Skinner,##House Bolton#,,NULL,NULL,M,,Theon Greyjoy,Smallfolk#Characters from the North#House Bolton retainers#Spies#
Skittrick,##House Stark#,##Northmen#,NULL,NULL,M,U,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Sky_Blue_Su,,,NULL,NULL,,,,Smallfolk#Prostitutes#Characters from the North#
Skyte,##House Greyjoy#,##Ironborn#,NULL,NULL,M,A,Theon Greyjoy,Smallfolk#Characters from the Iron Islands#
Sleepy_Jack,##Night's Watch#,##Westeros#,NULL,NULL,,,,Lord Commanders of the Night's Watch#Members of the Night's Watch#Characters from the Stormlands#
Sloey,,##Braavosi#,NULL,NULL,F,,Arya Stark,Characters from Braavos#Mummers#
Small_Paul,##Night's Watch#,,NULL,299,,,,Stewards of the Night's Watch#Members of the Night's Watch#
Smiling_Knight,##Kingswood Brotherhood#,,NULL,NULL,,,,Members of the Kingswood Brotherhood#Knights#Outlaws#Characters from Westeros#
Soren_Shieldbreaker,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Sour_Alyn,##House Bolton#,,NULL,NULL,,,,Smallfolk#Characters from the North#House Bolton retainers#Spies#
Spare_Boot,##Night's Watch#,,NULL,NULL,M,,Jon Snow,Builders of the Night's Watch#Members of the Night's Watch#
Softfoot,##Night's Watch#,,NULL,299,M,D,Chett,Rangers of the Night's Watch#Members of the Night's Watch#
Spotted_Cat,,##Ghiscari#,NULL,NULL,,,,Characters from Meereen#Ruling council of Meereen#Pit fighters#Slaves and freedmen#
Spotted_Pate_of_Maidenpool,##Night's Watch#,,NULL,299,,,,Characters from the Riverlands#Builders of the Night's Watch#Members of the Night's Watch#
Squint,##House Greyjoy#,,NULL,299,M,D,Theon Greyjoy,Characters from the Iron Islands#
Squirrel,,##Free Folk#,NULL,300,F,D,Theon Greyjoy,Spearwives#Wildlings#Characters from Beyond the Wall#Warrior Women#
Stafford_Lannister,##House Lannister#,,253,299,M,D,N/A,Nobles#Characters from the Westerlands#House Lannister#
Stalwart_Shield,##Unsullied#,,NULL,300,M,D,Daenerys Targaryen,Characters from the Free Cities#Courtiers and followers of Daenerys Targaryen#Eunuchs#Unsullied#
Stannis_Baratheon,,,NULL,NULL,M,U,Bran Stark,House Baratheon#Characters from the Stormlands#Claimants to the Iron Throne#Kinslayers#Masters of ships#Monarchs#Nobles#
Stannis_Seaworth,##House Seaworth#,,290,NULL,M,,N/A,House Seaworth#Nobles#Characters from the Stormlands#
Lord_Staunton,##House Staunton#The blacks#,,NULL,129,,,,Nobles#Characters from the Crownlands#House Staunton#
Steelskin,##House of Loraq#,##Ghiscari#,NULL,NULL,M,,Barristan Selmy,Characters from Meereen#Pit fighters#Slaves and freedmen#
Steely_Pate,,,NULL,NULL,,,,Characters from the Reach#Smallfolk#Blacksmiths#
Steffarion_Sparr,##House Sparr#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Sparr#Nobles#Characters from the Iron Islands#
Steffon_Baratheon,##House Baratheon#,,246,278,M,D,Maester Cressen,House Baratheon#Characters from the Stormlands#Members of the small council#Nobles#
Steffon_Fossoway,##House Fossoway of Cider Hall#,,NULL,NULL,M,D,N/A,House Fossoway of Cider Hall#Nobles#Characters from the Reach#Knights#
Steffon_Frey,##House Frey#,,280,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Steffon_Hollard,##House Hollard#,,NULL,NULL,M,,Brienne of Tarth,House Hollard#Nobles#Characters from the Crownlands#Knights#
Steffon_Seaworth,##House Seaworth#,,293,NULL,M,,N/A,Nobles#Characters from the Stormlands#House Seaworth#
Steffon_Stackspear,##House Stackspear#,,NULL,NULL,M,,N/A,House Stackspear#Nobles#Characters from the Westerlands#
Steffon_Swyft,##House Swyft#,,NULL,NULL,M,,N/A,House Swyft#Nobles#Characters from the Westerlands#Knights#
Steffon_Darklyn,##House Darklyn#Kingsguard#Queensguard#The blacks#,,NULL,129,M,D,N/A,Characters from the Crownlands#Knights#Members of the Kingsguard#Lords Commander of the Kingsguard#Nobles#House Darklyn#
Steffon_Varner,##House Varner#,,NULL,NULL,M,A,Catelyn Tully,Nobles#Characters from the Reach#House Varner#
Stevron_Frey,##House Frey#,,234,299,M,D,Sansa Stark,House Frey#Nobles#Knights#Characters from the Riverlands#
Stiv,#deserter from the#Night's Watch#,##Wildlings#,NULL,298,M,D,Bran Stark,Characters from Westeros#Members of the Night's Watch#Deserters of the Night's Watch#
Stone_Thumbs,,##Free Folk#,NULL,299,M,D,Jon Snow,Wildlings#Characters from Beyond the Wall#
Stonehand,,##Ironborn#,NULL,NULL,M,,Victarion Greyjoy,Characters from the Iron Islands#
Stonesnake,##Night's Watch#,,253,NULL,M,U,Jon Snow,Rangers of the Night's Watch#Members of the Night's Watch#
Stygg,##House Greyjoy#,,NULL,NULL,M,U,Theon Greyjoy,Characters from the Iron Islands#
Styr,##Thenn#,##Free Folk#,NULL,300,M,D,Jon Snow,Thenn#Wildlings#Characters from Beyond the Wall#
Sumner_Crakehall,##House Crakehall#,,NULL,NULL,M,,Jaime Lannister,House Crakehall#Nobles#Characters from the Westerlands#
Sybassion,,##Qarth#,NULL,NULL,M,,Daenerys Targaryen,Characters from Qarth#
Sybell_Spicer,##House Spicer#House Westerling#,,NULL,NULL,,,,Noblewomen#Characters from the Westerlands#House Spicer#House Westerling#
Sybelle_Glover,##House Locke#House Glover#,##Northmen#,NULL,NULL,F,,N/A,House Locke#House Glover#Noblewomen#Characters from the North#
Sylas,##House Greyjoy#,,NULL,294,M,D,Theon Greyjoy,Characters from the Iron Islands#House Greyjoy retainers#Smallfolk#
